state,time,target,sense_t,sense_b,cmd,cmd_t,cmd_b
idle,12.000000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,12.250000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,12.500000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,12.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,13.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,13.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,13.500000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,13.750000,0.000000,18.500000,19.250000,0.000000,0.000000,0.000000
idle,14.000000,0.000000,18.500000,19.250000,0.000000,0.000000,0.000000
idle,14.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,14.500000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,14.750000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,15.000000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,15.250000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,15.500000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,15.750000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,16.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,16.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,16.500000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,16.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,17.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,17.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,17.500000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,17.750000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,18.000000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,18.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,18.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,18.750000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,19.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,19.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,19.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,19.750000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,20.000000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,20.250000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,20.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,20.750000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,21.000000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,21.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,21.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,21.750000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,22.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,22.250000,0.000000,17.750000,19.250000,0.000000,0.000000,0.000000
idle,22.500000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,22.750000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,23.000000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,23.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,23.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,23.750000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,24.000000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,24.250000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,24.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,24.750000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,25.000000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,25.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,25.500000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,25.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,26.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,26.250000,0.000000,18.500000,19.250000,0.000000,0.000000,0.000000
idle,26.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,26.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,27.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,27.250000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,27.500000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,27.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,28.000000,0.000000,18.500000,19.250000,0.000000,0.000000,0.000000
idle,28.250000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,28.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,28.750000,0.000000,17.750000,19.250000,0.000000,0.000000,0.000000
idle,29.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,29.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,29.500000,0.000000,18.250000,18.500000,0.000000,0.000000,0.000000
idle,29.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,30.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,30.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,30.500000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,30.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,31.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,31.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,31.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,31.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,32.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,32.250000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,32.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,32.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,33.000000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,33.250000,0.000000,18.250000,18.500000,0.000000,0.000000,0.000000
idle,33.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,33.750000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,34.000000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,34.250000,0.000000,18.000000,18.500000,0.000000,0.000000,0.000000
idle,34.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,34.750000,0.000000,17.500000,18.750000,0.000000,0.000000,0.000000
idle,35.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,35.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,35.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,35.750000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,36.000000,0.000000,18.500000,19.250000,0.000000,0.000000,0.000000
idle,36.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,36.500000,0.000000,17.500000,18.750000,0.000000,0.000000,0.000000
idle,36.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,37.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,37.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,37.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,37.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,38.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,38.250000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,38.500000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,38.750000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,39.000000,0.000000,18.500000,18.750000,0.000000,0.000000,0.000000
idle,39.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,39.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,39.750000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,40.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,40.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,40.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,40.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,41.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,41.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,41.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,41.750000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,42.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,42.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,42.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,42.750000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,43.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,43.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,43.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,43.750000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,44.000000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,44.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,44.500000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,44.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,45.000000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,45.250000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,45.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,45.750000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,46.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,46.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,46.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,46.750000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,47.000000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,47.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,47.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,47.750000,0.000000,18.250000,18.500000,0.000000,0.000000,0.000000
idle,48.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,48.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,48.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,48.750000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,49.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,49.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,49.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,49.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,50.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,50.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,50.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,50.750000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,51.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,51.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,51.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,51.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,52.000000,0.000000,18.500000,19.000000,0.000000,0.000000,0.000000
idle,52.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,52.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,52.750000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,53.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,53.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,53.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,53.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,54.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,54.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,54.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,54.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,55.000000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,55.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,55.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,55.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,56.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,56.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,56.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,56.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,57.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,57.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,57.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,57.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,58.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,58.250000,0.000000,18.000000,18.500000,0.000000,0.000000,0.000000
idle,58.500000,0.000000,17.750000,18.500000,0.000000,0.000000,0.000000
idle,58.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,59.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,59.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,59.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,59.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,60.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,60.250000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,60.500000,0.000000,18.000000,18.500000,0.000000,0.000000,0.000000
idle,60.750000,0.000000,18.250000,18.500000,0.000000,0.000000,0.000000
idle,61.000000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,61.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,61.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,61.750000,0.000000,18.250000,18.500000,0.000000,0.000000,0.000000
idle,62.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,62.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,62.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,62.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,63.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,63.250000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,63.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,63.750000,0.000000,17.500000,19.000000,0.000000,0.000000,0.000000
idle,64.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,64.250000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,64.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,64.750000,0.000000,17.500000,18.500000,0.000000,0.000000,0.000000
idle,65.000000,0.000000,17.500000,19.000000,0.000000,0.000000,0.000000
idle,65.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,65.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,65.750000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,66.000000,0.000000,17.750000,19.250000,0.000000,0.000000,0.000000
idle,66.250000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,66.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,66.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,67.000000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,67.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,67.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,67.750000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,68.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,68.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,68.500000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,68.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,69.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,69.250000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,69.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,69.750000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,70.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,70.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,70.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,70.750000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,71.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,71.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,71.500000,0.000000,18.000000,18.500000,0.000000,0.000000,0.000000
idle,71.750000,0.000000,18.000000,18.500000,0.000000,0.000000,0.000000
idle,72.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,72.250000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,72.500000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,72.750000,0.000000,17.500000,18.750000,0.000000,0.000000,0.000000
idle,73.000000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,73.250000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,73.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,73.750000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,74.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,74.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,74.500000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,74.750000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,75.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,75.250000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,75.500000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,75.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,76.000000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,76.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,76.500000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,76.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,77.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,77.250000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,77.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,77.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,78.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,78.250000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,78.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,78.750000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,79.000000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,79.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,79.500000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,79.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,80.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,80.250000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,80.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,80.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,81.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,81.250000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,81.500000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,81.750000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,82.000000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,82.250000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,82.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,82.750000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,83.000000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,83.250000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,83.500000,0.000000,17.750000,18.500000,0.000000,0.000000,0.000000
idle,83.750000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,84.000000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,84.250000,0.000000,18.000000,18.500000,0.000000,0.000000,0.000000
idle,84.500000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,84.750000,0.000000,18.250000,19.250000,0.000000,0.000000,0.000000
idle,85.000000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,85.250000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,85.500000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,85.750000,0.000000,18.250000,19.000000,0.000000,0.000000,0.000000
idle,86.000000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,86.250000,0.000000,18.000000,18.750000,0.000000,0.000000,0.000000
idle,86.500000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,86.750000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,87.000000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,87.250000,0.000000,17.750000,18.750000,0.000000,0.000000,0.000000
idle,87.500000,0.000000,17.750000,19.250000,0.000000,0.000000,0.000000
idle,87.750000,0.000000,18.250000,18.500000,0.000000,0.000000,0.000000
idle,88.000000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,88.250000,0.000000,18.250000,18.750000,0.000000,0.000000,0.000000
idle,88.500000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,88.750000,0.000000,18.000000,19.000000,0.000000,0.000000,0.000000
idle,89.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,89.250000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,89.500000,0.000000,17.750000,19.250000,0.000000,0.000000,0.000000
idle,89.750000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,90.000000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
idle,90.250000,0.000000,17.500000,19.000000,0.000000,0.000000,0.000000
idle,90.500000,0.000000,18.000000,19.250000,0.000000,0.000000,0.000000
idle,90.750000,0.000000,17.500000,19.250000,0.000000,0.000000,0.000000
idle,91.000000,0.000000,17.500000,19.000000,0.000000,0.000000,0.000000
idle,91.250000,0.000000,17.750000,19.000000,0.000000,0.000000,0.000000
